"﻿Record#","FName","Lname","Date of Birth","Gender","Education","House#","Address1","Address2","City","Pincode","Mobile#","Company","MonthlySalary"
"1577","FName1577","LName1577","14-11-2000","Female","B.Com","1677","Street5","Kingpin Apts","Bangalore","560102","7896533713","Infosys","48846.97"
"1578","FName1578","LName1578","15-11-2000","Female","B.Sc","1678","Street3","Brigade Towers","Mumbai","400001","7896533715","Microsoft","75034.65"
"1579","FName1579","LName1579","16-11-2000","Male","BCA","1679","Street5","Kingpin Apts","Bangalore","560102","7896533718","Infosys","48212.33"
"1580","FName1580","LName1580","17-11-2000","Female","MCA","1680","Street1","ABC Building","Chennai","560102","7896533720","Intel","55356.9"
"1581","FName1581","LName1581","18-11-2000","Male","MBA","1681","Street3","Brigade Towers","Mumbai","400001","7896533724","Microsoft","39589.43"
"1582","FName1582","LName1582","19-11-2000","Male","B.Tech","1682","Street4","Shoba Lake Apts","Pune","600001","7896533725","Apple","88536.69"
"1583","FName1583","LName1583","20-11-2000","Female","M.Tech","1683","Street5","Kingpin Apts","Bangalore","560102","7896533725","Infosys","2061.29"
"1584","FName1584","LName1584","21-11-2000","Female","BBA","1684","Street2","Prestige Lake City","Hyderabad","560102","7896533730","Google","87236.15"
"1585","FName1585","LName1585","22-11-2000","Female","BE","1685","Street1","ABC Building","Chennai","560102","7896533737","Intel","14143.08"
"1586","FName1586","LName1586","23-11-2000","Male","B.Com","1686","Street4","Shoba Lake Apts","Pune","600001","7896533745","Apple","34591.03"
"1587","FName1587","LName1587","24-11-2000","Female","B.Sc","1687","Street3","Brigade Towers","Mumbai","400001","7896533754","Microsoft","55793.48"
"1588","FName1588","LName1588","25-11-2000","Female","BCA","1688","Street2","Prestige Lake City","Hyderabad","560102","7896533757","Google","87163.02"
"1589","FName1589","LName1589","26-11-2000","Male","MCA","1689","Street5","Kingpin Apts","Bangalore","560102","7896533766","Infosys","31976.15"
"1590","FName1590","LName1590","27-11-2000","Female","MBA","1690","Street1","ABC Building","Chennai","560102","7896533766","Intel","16198.48"
"1591","FName1591","LName1591","28-11-2000","Male","B.Tech","1691","Street5","Kingpin Apts","Bangalore","560102","7896533775","Infosys","44564.3"
"1592","FName1592","LName1592","29-11-2000","Male","M.Tech","1692","Street2","Prestige Lake City","Hyderabad","560102","7896533780","Google","136055.51"
"1593","FName1593","LName1593","30-11-2000","Female","BBA","1693","Street3","Brigade Towers","Mumbai","400001","7896533787","Microsoft","35537.19"
"1594","FName1594","LName1594","1/12/2000","Female","BE","1694","Street4","Shoba Lake Apts","Pune","600001","7896533796","Apple","42583.88"
"1595","FName1595","LName1595","2/12/2000","Female","B.Com","1695","Street1","ABC Building","Chennai","560102","7896533798","Intel","13884.38"
"1596","FName1596","LName1596","3/12/2000","Male","B.Sc","1696","Street2","Prestige Lake City","Hyderabad","560102","7896533798","Google","112708.69"
"1597","FName1597","LName1597","4/12/2000","Female","BCA","1697","Street5","Kingpin Apts","Bangalore","560102","7896533803","Infosys","29062.51"
"1598","FName1598","LName1598","5/12/2000","Female","MCA","1698","Street4","Shoba Lake Apts","Pune","600001","7896533809","Apple","47205.29"
"1599","FName1599","LName1599","6/12/2000","Male","MBA","1699","Street3","Brigade Towers","Mumbai","400001","7896533811","Microsoft","81150.89"
"1600","FName1600","LName1600","7/12/2000","Female","B.Tech","1700","Street1","ABC Building","Chennai","560102","7896533815","Intel","83157.39"
"1601","FName1601","LName1601","8/12/2000","Male","M.Tech","1701","Street5","Kingpin Apts","Bangalore","560102","7896533823","Infosys","41711.92"
"1602","FName1602","LName1602","9/12/2000","Male","BBA","1702","Street3","Brigade Towers","Mumbai","400001","7896533827","Microsoft","35888.49"
"1603","FName1603","LName1603","10/12/2000","Female","BE","1703","Street5","Kingpin Apts","Bangalore","560102","7896533836","Infosys","29164.04"
"1604","FName1604","LName1604","11/12/2000","Female","B.Com","1704","Street2","Prestige Lake City","Hyderabad","560102","7896533837","Google","54198.86"
"1605","FName1605","LName1605","12/12/2000","Female","B.Sc","1705","Street1","ABC Building","Chennai","560102","7896533845","Intel","38733.64"
"1606","FName1606","LName1606","13-12-2000","Male","BCA","1706","Street4","Shoba Lake Apts","Pune","600001","7896533852","Apple","63729.68"
"1607","FName1607","LName1607","14-12-2000","Female","MCA","1707","Street5","Kingpin Apts","Bangalore","560102","7896533856","Infosys","2141.86"
"1608","FName1608","LName1608","15-12-2000","Female","MBA","1708","Street2","Prestige Lake City","Hyderabad","560102","7896533860","Google","122309.44"
"1609","FName1609","LName1609","16-12-2000","Male","B.Tech","1709","Street5","Kingpin Apts","Bangalore","560102","7896533862","Infosys","553.64"
"1610","FName1610","LName1610","17-12-2000","Female","M.Tech","1710","Street1","ABC Building","Chennai","560102","7896533869","Intel","66490.63"
"1611","FName1611","LName1611","18-12-2000","Male","BBA","1711","Street3","Brigade Towers","Mumbai","400001","7896533875","Microsoft","56083.48"
"1612","FName1612","LName1612","19-12-2000","Male","BE","1712","Street2","Prestige Lake City","Hyderabad","560102","7896533879","Google","68002.42"
"1613","FName1613","LName1613","20-12-2000","Female","B.Com","1713","Street5","Kingpin Apts","Bangalore","560102","7896533880","Infosys","45867.3"
"1614","FName1614","LName1614","21-12-2000","Female","B.Sc","1714","Street3","Brigade Towers","Mumbai","400001","7896533883","Microsoft","8902.83"
"1615","FName1615","LName1615","22-12-2000","Female","BCA","1715","Street1","ABC Building","Chennai","560102","7896533884","Intel","56128.18"
"1616","FName1616","LName1616","23-12-2000","Male","MCA","1716","Street2","Prestige Lake City","Hyderabad","560102","7896533891","Google","24842.24"
"1617","FName1617","LName1617","24-12-2000","Female","MBA","1717","Street3","Brigade Towers","Mumbai","400001","7896533896","Microsoft","72259.15"
"1618","FName1618","LName1618","25-12-2000","Female","B.Tech","1718","Street4","Shoba Lake Apts","Pune","600001","7896533897","Apple","107340.22"
"1619","FName1619","LName1619","26-12-2000","Male","M.Tech","1719","Street5","Kingpin Apts","Bangalore","560102","7896533905","Infosys","36032.93"
"1620","FName1620","LName1620","27-12-2000","Female","BBA","1720","Street1","ABC Building","Chennai","560102","7896533915","Intel","48270.36"
"1621","FName1621","LName1621","28-12-2000","Male","BE","1721","Street5","Kingpin Apts","Bangalore","560102","7896533918","Infosys","30614.79"
"1622","FName1622","LName1622","29-12-2000","Male","B.Com","1722","Street4","Shoba Lake Apts","Pune","600001","7896533920","Apple","33510.44"
"1623","FName1623","LName1623","30-12-2000","Female","B.Sc","1723","Street3","Brigade Towers","Mumbai","400001","7896533926","Microsoft","65779.72"
"1624","FName1624","LName1624","31-12-2000","Female","BCA","1724","Street2","Prestige Lake City","Hyderabad","560102","7896533926","Google","98010.09"
"1625","FName1625","LName1625","1/1/2001","Female","MCA","1725","Street1","ABC Building","Chennai","560102","7896533929","Intel","55625.58"
"1626","FName1626","LName1626","2/1/2001","Male","MBA","1726","Street3","Brigade Towers","Mumbai","400001","7896533934","Microsoft","83088.06"
"1627","FName1627","LName1627","3/1/2001","Female","B.Tech","1727","Street5","Kingpin Apts","Bangalore","560102","7896533940","Infosys","1653.12"
"1628","FName1628","LName1628","4/1/2001","Female","M.Tech","1728","Street2","Prestige Lake City","Hyderabad","560102","7896533946","Google","14349.25"
"1629","FName1629","LName1629","5/1/2001","Male","BBA","1729","Street3","Brigade Towers","Mumbai","400001","7896533951","Microsoft","49773.37"
"1630","FName1630","LName1630","6/1/2001","Female","BE","1730","Street1","ABC Building","Chennai","560102","7896533954","Intel","5686.85"
"1631","FName1631","LName1631","7/1/2001","Male","B.Com","1731","Street5","Kingpin Apts","Bangalore","560102","7896533961","Infosys","6353.7"
"1632","FName1632","LName1632","8/1/2001","Male","B.Sc","1732","Street2","Prestige Lake City","Hyderabad","560102","7896533971","Google","12598.68"
"1633","FName1633","LName1633","9/1/2001","Female","BCA","1733","Street5","Kingpin Apts","Bangalore","560102","7896533978","Infosys","31268.72"
"1634","FName1634","LName1634","10/1/2001","Female","MCA","1734","Street4","Shoba Lake Apts","Pune","600001","7896533980","Apple","6630.37"
"1635","FName1635","LName1635","11/1/2001","Female","MBA","1735","Street1","ABC Building","Chennai","560102","7896533983","Intel","67240.71"
"1636","FName1636","LName1636","12/1/2001","Male","B.Tech","1736","Street2","Prestige Lake City","Hyderabad","560102","7896533990","Google","136071.3"
"1637","FName1637","LName1637","13-01-2001","Female","M.Tech","1737","Street5","Kingpin Apts","Bangalore","560102","7896533999","Infosys","36228.29"
"1638","FName1638","LName1638","14-01-2001","Female","BBA","1738","Street3","Brigade Towers","Mumbai","400001","7896534003","Microsoft","66989.71"
"1639","FName1639","LName1639","15-01-2001","Male","BE","1739","Street5","Kingpin Apts","Bangalore","560102","7896534011","Infosys","20257.09"
"1640","FName1640","LName1640","16-01-2001","Female","B.Com","1740","Street1","ABC Building","Chennai","560102","7896534013","Intel","30897.23"
"1641","FName1641","LName1641","17-01-2001","Male","B.Sc","1741","Street3","Brigade Towers","Mumbai","400001","7896534015","Microsoft","26463.86"
"1642","FName1642","LName1642","18-01-2001","Male","BCA","1742","Street4","Shoba Lake Apts","Pune","600001","7896534017","Apple","69318.03"
"1643","FName1643","LName1643","19-01-2001","Female","MCA","1743","Street5","Kingpin Apts","Bangalore","560102","7896534019","Infosys","11778.92"
"1644","FName1644","LName1644","20-01-2001","Female","MBA","1744","Street2","Prestige Lake City","Hyderabad","560102","7896534025","Google","126661.99"
"1645","FName1645","LName1645","21-01-2001","Female","B.Tech","1745","Street1","ABC Building","Chennai","560102","7896534031","Intel","2273.16"
"1646","FName1646","LName1646","22-01-2001","Male","M.Tech","1746","Street4","Shoba Lake Apts","Pune","600001","7896534032","Apple","2634.74"
"1647","FName1647","LName1647","23-01-2001","Female","BBA","1747","Street3","Brigade Towers","Mumbai","400001","7896534033","Microsoft","23611.55"
"1648","FName1648","LName1648","24-01-2001","Female","BE","1748","Street2","Prestige Lake City","Hyderabad","560102","7896534037","Google","52751.84"
"1649","FName1649","LName1649","25-01-2001","Male","B.Com","1749","Street5","Kingpin Apts","Bangalore","560102","7896534046","Infosys","32705.21"
"1650","FName1650","LName1650","26-01-2001","Female","B.Sc","1750","Street1","ABC Building","Chennai","560102","7896534049","Intel","73993.22"
"1651","FName1651","LName1651","27-01-2001","Male","BCA","1751","Street5","Kingpin Apts","Bangalore","560102","7896534054","Infosys","822.34"
"1652","FName1652","LName1652","28-01-2001","Male","MCA","1752","Street2","Prestige Lake City","Hyderabad","560102","7896534062","Google","44458.8"
"1653","FName1653","LName1653","29-01-2001","Female","MBA","1753","Street3","Brigade Towers","Mumbai","400001","7896534062","Microsoft","28546.13"
"1654","FName1654","LName1654","30-01-2001","Female","B.Tech","1754","Street4","Shoba Lake Apts","Pune","600001","7896534063","Apple","63352.49"
"1655","FName1655","LName1655","31-01-2001","Female","M.Tech","1755","Street1","ABC Building","Chennai","560102","7896534067","Intel","44169.22"
"1656","FName1656","LName1656","1/2/2001","Male","BBA","1756","Street2","Prestige Lake City","Hyderabad","560102","7896534067","Google","113651.37"
"1657","FName1657","LName1657","2/2/2001","Female","BE","1757","Street5","Kingpin Apts","Bangalore","560102","7896534068","Infosys","10975.62"
"1658","FName1658","LName1658","3/2/2001","Female","B.Com","1758","Street4","Shoba Lake Apts","Pune","600001","7896534071","Apple","92926.11"
"1659","FName1659","LName1659","4/2/2001","Male","B.Sc","1759","Street3","Brigade Towers","Mumbai","400001","7896534072","Microsoft","47767.85"
"1660","FName1660","LName1660","5/2/2001","Female","BCA","1760","Street1","ABC Building","Chennai","560102","7896534076","Intel","3425.47"
"1661","FName1661","LName1661","6/2/2001","Male","MCA","1761","Street5","Kingpin Apts","Bangalore","560102","7896534085","Infosys","36137.1"
"1662","FName1662","LName1662","7/2/2001","Male","MBA","1762","Street3","Brigade Towers","Mumbai","400001","7896534088","Microsoft","72770.51"
"1663","FName1663","LName1663","8/2/2001","Female","B.Tech","1763","Street5","Kingpin Apts","Bangalore","560102","7896534098","Infosys","6154.31"
"1664","FName1664","LName1664","9/2/2001","Female","M.Tech","1764","Street2","Prestige Lake City","Hyderabad","560102","7896534099","Google","136819.44"
"1665","FName1665","LName1665","10/2/2001","Female","BBA","1765","Street1","ABC Building","Chennai","560102","7896534107","Intel","71775.58"
"1666","FName1666","LName1666","11/2/2001","Male","BE","1766","Street4","Shoba Lake Apts","Pune","600001","7896534117","Apple","25852.38"
"1667","FName1667","LName1667","12/2/2001","Female","B.Com","1767","Street5","Kingpin Apts","Bangalore","560102","7896534121","Infosys","30088.66"
"1668","FName1668","LName1668","13-02-2001","Female","B.Sc","1768","Street2","Prestige Lake City","Hyderabad","560102","7896534123","Google","66631.44"
"1669","FName1669","LName1669","14-02-2001","Male","BCA","1769","Street5","Kingpin Apts","Bangalore","560102","7896534124","Infosys","5104.9"
"1670","FName1670","LName1670","15-02-2001","Female","MCA","1770","Street1","ABC Building","Chennai","560102","7896534124","Intel","49406.72"
"1671","FName1671","LName1671","16-02-2001","Male","MBA","1771","Street3","Brigade Towers","Mumbai","400001","7896534130","Microsoft","29222.22"
"1672","FName1672","LName1672","17-02-2001","Male","B.Tech","1772","Street2","Prestige Lake City","Hyderabad","560102","7896534136","Google","64066.65"
"1673","FName1673","LName1673","18-02-2001","Female","M.Tech","1773","Street5","Kingpin Apts","Bangalore","560102","7896534138","Infosys","29595.02"
"1674","FName1674","LName1674","19-02-2001","Female","BBA","1774","Street3","Brigade Towers","Mumbai","400001","7896534139","Microsoft","109477.75"
"1675","FName1675","LName1675","20-02-2001","Female","BE","1775","Street1","ABC Building","Chennai","560102","7896534148","Intel","61659.53"
"1676","FName1676","LName1676","21-02-2001","Male","B.Com","1776","Street2","Prestige Lake City","Hyderabad","560102","7896534150","Google","14722.15"
"1677","FName1677","LName1677","22-02-2001","Female","B.Sc","1777","Street3","Brigade Towers","Mumbai","400001","7896534159","Microsoft","94845.35"
"1678","FName1678","LName1678","23-02-2001","Female","BCA","1778","Street4","Shoba Lake Apts","Pune","600001","7896534166","Apple","3700.18"
"1679","FName1679","LName1679","24-02-2001","Male","MCA","1779","Street5","Kingpin Apts","Bangalore","560102","7896534170","Infosys","41489.7"
"1680","FName1680","LName1680","25-02-2001","Female","MBA","1780","Street1","ABC Building","Chennai","560102","7896534172","Intel","74794.41"
"1681","FName1681","LName1681","26-02-2001","Male","B.Tech","1781","Street5","Kingpin Apts","Bangalore","560102","7896534176","Infosys","49524.58"
"1682","FName1682","LName1682","27-02-2001","Male","M.Tech","1782","Street4","Shoba Lake Apts","Pune","600001","7896534183","Apple","74105.81"
"1683","FName1683","LName1683","28-02-2001","Female","BBA","1783","Street3","Brigade Towers","Mumbai","400001","7896534190","Microsoft","81144.17"
"1684","FName1684","LName1684","1/3/2001","Female","BE","1784","Street2","Prestige Lake City","Hyderabad","560102","7896534195","Google","430.17"
"1685","FName1685","LName1685","2/3/2001","Female","B.Com","1785","Street1","ABC Building","Chennai","560102","7896534196","Intel","36303.73"
"1686","FName1686","LName1686","3/3/2001","Male","B.Sc","1786","Street3","Brigade Towers","Mumbai","400001","7896534203","Microsoft","19600.04"
"1687","FName1687","LName1687","4/3/2001","Female","BCA","1787","Street5","Kingpin Apts","Bangalore","560102","7896534206","Infosys","24440.95"
"1688","FName1688","LName1688","5/3/2001","Female","MCA","1788","Street2","Prestige Lake City","Hyderabad","560102","7896534209","Google","120528.86"
"1689","FName1689","LName1689","6/3/2001","Male","MBA","1789","Street3","Brigade Towers","Mumbai","400001","7896534218","Microsoft","11155.97"
"1690","FName1690","LName1690","7/3/2001","Female","B.Tech","1790","Street1","ABC Building","Chennai","560102","7896534226","Intel","46612.8"
"1691","FName1691","LName1691","8/3/2001","Male","M.Tech","1791","Street5","Kingpin Apts","Bangalore","560102","7896534226","Infosys","47675.82"
"1692","FName1692","LName1692","9/3/2001","Male","BBA","1792","Street2","Prestige Lake City","Hyderabad","560102","7896534231","Google","71669.33"
"1693","FName1693","LName1693","10/3/2001","Female","BE","1793","Street5","Kingpin Apts","Bangalore","560102","7896534240","Infosys","21543.77"
"1694","FName1694","LName1694","11/3/2001","Female","B.Com","1794","Street4","Shoba Lake Apts","Pune","600001","7896534241","Apple","20842.02"
"1695","FName1695","LName1695","12/3/2001","Female","B.Sc","1795","Street1","ABC Building","Chennai","560102","7896534243","Intel","62388"
"1696","FName1696","LName1696","13-03-2001","Male","BCA","1796","Street2","Prestige Lake City","Hyderabad","560102","7896534246","Google","6693.9"
"1697","FName1697","LName1697","14-03-2001","Female","MCA","1797","Street5","Kingpin Apts","Bangalore","560102","7896534254","Infosys","20830.44"
"1698","FName1698","LName1698","15-03-2001","Female","MBA","1798","Street3","Brigade Towers","Mumbai","400001","7896534257","Microsoft","91739.57"
"1699","FName1699","LName1699","16-03-2001","Male","B.Tech","1799","Street5","Kingpin Apts","Bangalore","560102","7896534264","Infosys","47364.75"
"1700","FName1700","LName1700","17-03-2001","Female","M.Tech","1800","Street1","ABC Building","Chennai","560102","7896534271","Intel","80978.13"
"1701","FName1701","LName1701","18-03-2001","Male","BBA","1801","Street3","Brigade Towers","Mumbai","400001","7896534277","Microsoft","85468.67"
"1702","FName1702","LName1702","19-03-2001","Male","BE","1802","Street4","Shoba Lake Apts","Pune","600001","7896534281","Apple","24518.16"
"1703","FName1703","LName1703","20-03-2001","Female","B.Com","1803","Street5","Kingpin Apts","Bangalore","560102","7896534284","Infosys","2236.39"
"1704","FName1704","LName1704","21-03-2001","Female","B.Sc","1804","Street2","Prestige Lake City","Hyderabad","560102","7896534292","Google","63325.65"
"1705","FName1705","LName1705","22-03-2001","Female","BCA","1805","Street1","ABC Building","Chennai","560102","7896534301","Intel","69129.03"
"1706","FName1706","LName1706","23-03-2001","Male","MCA","1806","Street4","Shoba Lake Apts","Pune","600001","7896534311","Apple","98555.77"
"1707","FName1707","LName1707","24-03-2001","Female","MBA","1807","Street3","Brigade Towers","Mumbai","400001","7896534317","Microsoft","42295.61"
"1708","FName1708","LName1708","25-03-2001","Female","B.Tech","1808","Street2","Prestige Lake City","Hyderabad","560102","7896534325","Google","88000.17"
"1709","FName1709","LName1709","26-03-2001","Male","M.Tech","1809","Street5","Kingpin Apts","Bangalore","560102","7896534334","Infosys","16489.02"
"1710","FName1710","LName1710","27-03-2001","Female","BBA","1810","Street1","ABC Building","Chennai","560102","7896534336","Intel","20031.21"
"1711","FName1711","LName1711","28-03-2001","Male","BE","1811","Street5","Kingpin Apts","Bangalore","560102","7896534337","Infosys","19529.28"
"1712","FName1712","LName1712","29-03-2001","Male","B.Com","1812","Street2","Prestige Lake City","Hyderabad","560102","7896534343","Google","107032.15"
"1713","FName1713","LName1713","30-03-2001","Female","B.Sc","1813","Street3","Brigade Towers","Mumbai","400001","7896534347","Microsoft","69346.53"
"1714","FName1714","LName1714","31-03-2001","Female","BCA","1814","Street4","Shoba Lake Apts","Pune","600001","7896534353","Apple","115844.47"
"1715","FName1715","LName1715","1/4/2001","Female","MCA","1815","Street1","ABC Building","Chennai","560102","7896534353","Intel","74564.28"
"1716","FName1716","LName1716","2/4/2001","Male","MBA","1816","Street2","Prestige Lake City","Hyderabad","560102","7896534362","Google","69973.8"
"1717","FName1717","LName1717","3/4/2001","Female","B.Tech","1817","Street5","Kingpin Apts","Bangalore","560102","7896534372","Infosys","5116.9"
"1718","FName1718","LName1718","4/4/2001","Female","M.Tech","1818","Street4","Shoba Lake Apts","Pune","600001","7896534378","Apple","115340.96"
"1719","FName1719","LName1719","5/4/2001","Male","BBA","1819","Street3","Brigade Towers","Mumbai","400001","7896534385","Microsoft","70462.76"
"1720","FName1720","LName1720","6/4/2001","Female","BE","1820","Street1","ABC Building","Chennai","560102","7896534385","Intel","17623.01"
"1721","FName1721","LName1721","7/4/2001","Male","B.Com","1821","Street5","Kingpin Apts","Bangalore","560102","7896534388","Infosys","14591.23"
"1722","FName1722","LName1722","8/4/2001","Male","B.Sc","1822","Street3","Brigade Towers","Mumbai","400001","7896534389","Microsoft","83277.11"
"1723","FName1723","LName1723","9/4/2001","Female","BCA","1823","Street5","Kingpin Apts","Bangalore","560102","7896534392","Infosys","24449.6"
"1724","FName1724","LName1724","10/4/2001","Female","MCA","1824","Street2","Prestige Lake City","Hyderabad","560102","7896534395","Google","73984.53"
"1725","FName1725","LName1725","11/4/2001","Female","MBA","1825","Street1","ABC Building","Chennai","560102","7896534400","Intel","76583.13"
"1726","FName1726","LName1726","12/4/2001","Male","B.Tech","1826","Street4","Shoba Lake Apts","Pune","600001","7896534405","Apple","3693.89"
"1727","FName1727","LName1727","13-04-2001","Female","M.Tech","1827","Street5","Kingpin Apts","Bangalore","560102","7896534408","Infosys","44305.78"
"1728","FName1728","LName1728","14-04-2001","Female","BBA","1828","Street2","Prestige Lake City","Hyderabad","560102","7896534418","Google","106512.02"
"1729","FName1729","LName1729","15-04-2001","Male","BE","1829","Street5","Kingpin Apts","Bangalore","560102","7896534423","Infosys","10718.16"
"1730","FName1730","LName1730","16-04-2001","Female","B.Com","1830","Street1","ABC Building","Chennai","560102","7896534426","Intel","40141.76"
"1731","FName1731","LName1731","17-04-2001","Male","B.Sc","1831","Street3","Brigade Towers","Mumbai","400001","7896534435","Microsoft","28280.74"
"1732","FName1732","LName1732","18-04-2001","Male","BCA","1832","Street2","Prestige Lake City","Hyderabad","560102","7896534436","Google","14931.75"
"1733","FName1733","LName1733","19-04-2001","Female","MCA","1833","Street5","Kingpin Apts","Bangalore","560102","7896534446","Infosys","36051.36"
"1734","FName1734","LName1734","20-04-2001","Female","MBA","1834","Street3","Brigade Towers","Mumbai","400001","7896534447","Microsoft","13576.31"
"1735","FName1735","LName1735","21-04-2001","Female","B.Tech","1835","Street1","ABC Building","Chennai","560102","7896534456","Intel","6346.23"
"1736","FName1736","LName1736","22-04-2001","Male","M.Tech","1836","Street2","Prestige Lake City","Hyderabad","560102","7896534465","Google","5726.04"
"1737","FName1737","LName1737","23-04-2001","Female","BBA","1837","Street3","Brigade Towers","Mumbai","400001","7896534475","Microsoft","70496.8"
"1738","FName1738","LName1738","24-04-2001","Female","BE","1838","Street4","Shoba Lake Apts","Pune","600001","7896534484","Apple","54637.12"
"1739","FName1739","LName1739","25-04-2001","Male","B.Com","1839","Street5","Kingpin Apts","Bangalore","560102","7896534489","Infosys","29255.3"
"1740","FName1740","LName1740","26-04-2001","Female","B.Sc","1840","Street1","ABC Building","Chennai","560102","7896534498","Intel","46126.47"
"1741","FName1741","LName1741","27-04-2001","Male","BCA","1841","Street5","Kingpin Apts","Bangalore","560102","7896534508","Infosys","34541.06"
"1742","FName1742","LName1742","28-04-2001","Male","MCA","1842","Street4","Shoba Lake Apts","Pune","600001","7896534511","Apple","56612.22"
"1743","FName1743","LName1743","29-04-2001","Female","MBA","1843","Street3","Brigade Towers","Mumbai","400001","7896534519","Microsoft","2179.39"
"1744","FName1744","LName1744","30-04-2001","Female","B.Tech","1844","Street2","Prestige Lake City","Hyderabad","560102","7896534528","Google","55266.63"
"1745","FName1745","LName1745","1/5/2001","Female","M.Tech","1845","Street1","ABC Building","Chennai","560102","7896534530","Intel","80527.3"
"1746","FName1746","LName1746","2/5/2001","Male","BBA","1846","Street3","Brigade Towers","Mumbai","400001","7896534534","Microsoft","43968.53"
"1747","FName1747","LName1747","3/5/2001","Female","BE","1847","Street5","Kingpin Apts","Bangalore","560102","7896534539","Infosys","39209.84"
"1748","FName1748","LName1748","4/5/2001","Female","B.Com","1848","Street2","Prestige Lake City","Hyderabad","560102","7896534541","Google","35856.7"
"1749","FName1749","LName1749","5/5/2001","Male","B.Sc","1849","Street3","Brigade Towers","Mumbai","400001","7896534543","Microsoft","74290.13"
"1750","FName1750","LName1750","6/5/2001","Female","BCA","1850","Street1","ABC Building","Chennai","560102","7896534544","Intel","619.99"
"1751","FName1751","LName1751","7/5/2001","Male","MCA","1851","Street5","Kingpin Apts","Bangalore","560102","7896534545","Infosys","14986.68"
"1752","FName1752","LName1752","8/5/2001","Male","MBA","1852","Street2","Prestige Lake City","Hyderabad","560102","7896534551","Google","37774.75"
"1753","FName1753","LName1753","9/5/2001","Female","B.Tech","1853","Street5","Kingpin Apts","Bangalore","560102","7896534557","Infosys","38550.13"
"1754","FName1754","LName1754","10/5/2001","Female","M.Tech","1854","Street4","Shoba Lake Apts","Pune","600001","7896534561","Apple","82880.62"
"1755","FName1755","LName1755","11/5/2001","Female","BBA","1855","Street1","ABC Building","Chennai","560102","7896534571","Intel","64819.98"
"1756","FName1756","LName1756","12/5/2001","Male","BE","1856","Street2","Prestige Lake City","Hyderabad","560102","7896534573","Google","84588.12"
"1757","FName1757","LName1757","13-05-2001","Female","B.Com","1857","Street5","Kingpin Apts","Bangalore","560102","7896534582","Infosys","19197.1"
"1758","FName1758","LName1758","14-05-2001","Female","B.Sc","1858","Street3","Brigade Towers","Mumbai","400001","7896534584","Microsoft","51231.56"
"1759","FName1759","LName1759","15-05-2001","Male","BCA","1859","Street5","Kingpin Apts","Bangalore","560102","7896534587","Infosys","7942.68"
"1760","FName1760","LName1760","16-05-2001","Female","MCA","1860","Street1","ABC Building","Chennai","560102","7896534597","Intel","21718.82"
"1761","FName1761","LName1761","17-05-2001","Male","MBA","1861","Street3","Brigade Towers","Mumbai","400001","7896534604","Microsoft","8949.88"
"1762","FName1762","LName1762","18-05-2001","Male","B.Tech","1862","Street4","Shoba Lake Apts","Pune","600001","7896534614","Apple","64637.7"
"1763","FName1763","LName1763","19-05-2001","Female","M.Tech","1863","Street5","Kingpin Apts","Bangalore","560102","7896534616","Infosys","9621.28"
"1764","FName1764","LName1764","20-05-2001","Female","BBA","1864","Street2","Prestige Lake City","Hyderabad","560102","7896534621","Google","7297.14"
"1765","FName1765","LName1765","21-05-2001","Female","BE","1865","Street1","ABC Building","Chennai","560102","7896534630","Intel","34128.89"
"1766","FName1766","LName1766","22-05-2001","Male","B.Com","1866","Street4","Shoba Lake Apts","Pune","600001","7896534630","Apple","78990.87"
"1767","FName1767","LName1767","23-05-2001","Female","B.Sc","1867","Street3","Brigade Towers","Mumbai","400001","7896534636","Microsoft","49759.07"
"1768","FName1768","LName1768","24-05-2001","Female","BCA","1868","Street2","Prestige Lake City","Hyderabad","560102","7896534643","Google","104947.93"
"1769","FName1769","LName1769","25-05-2001","Male","MCA","1869","Street5","Kingpin Apts","Bangalore","560102","7896534647","Infosys","6727.48"
"1770","FName1770","LName1770","26-05-2001","Female","MBA","1870","Street1","ABC Building","Chennai","560102","7896534653","Intel","20702.49"
"1771","FName1771","LName1771","27-05-2001","Male","B.Tech","1871","Street5","Kingpin Apts","Bangalore","560102","7896534653","Infosys","49948.45"
"1772","FName1772","LName1772","28-05-2001","Male","M.Tech","1872","Street2","Prestige Lake City","Hyderabad","560102","7896534656","Google","31508.46"
"1773","FName1773","LName1773","29-05-2001","Female","BBA","1873","Street3","Brigade Towers","Mumbai","400001","7896534662","Microsoft","84876.73"
"1774","FName1774","LName1774","30-05-2001","Female","BE","1874","Street4","Shoba Lake Apts","Pune","600001","7896534668","Apple","105579.08"
"1775","FName1775","LName1775","31-05-2001","Female","B.Com","1875","Street1","ABC Building","Chennai","560102","7896534671","Intel","32017.67"
"1776","FName1776","LName1776","1/6/2001","Male","B.Sc","1876","Street2","Prestige Lake City","Hyderabad","560102","7896534680","Google","31791.84"
"1777","FName1777","LName1777","2/6/2001","Female","BCA","1877","Street5","Kingpin Apts","Bangalore","560102","7896534686","Infosys","26614.08"
"1778","FName1778","LName1778","3/6/2001","Female","MCA","1878","Street4","Shoba Lake Apts","Pune","600001","7896534686","Apple","49821.67"
"1779","FName1779","LName1779","4/6/2001","Male","MBA","1879","Street3","Brigade Towers","Mumbai","400001","7896534687","Microsoft","39391.56"
"1780","FName1780","LName1780","5/6/2001","Female","B.Tech","1880","Street1","ABC Building","Chennai","560102","7896534697","Intel","52425.31"
